OJO NO USAR ESTE,referencias ,,,PEDIDO SUR ,PEDIDO NORTE,,INVENT SUR mar 21,INVENT NTE ,FECHA VCMTO,PRECIO COMPRA,     precio venta ,IVA,PRECIO MALTERO,%,VR PEDIDO 
Alcohol industrial X caneca,,,,0,0,sandra milena ,,40,,$3.050,$5.000,,$4.500,"0,64",$0
Alginato chromaprint premiun X 453grs,,,,0,0,ultradental,,72,06-2026,$22.852,$32.000,,$28.000,"0,40",$0
Alginato Hidrogum 5 ZHERMACK  x Lb,DORA $52000 // Masdental $52300,Alginato ,,,,DORA- RAMON masdental EURODENT,,,2 01-2029,$52.000,$62.000,,,"0,19",$0
Alginato Hidrogum unidental 25gm (20 sobres)  ,,x,,0,0,unidental ,,0,,$1.950,$3.000,,,"0,54",$0
Alginato HYGEDENT X 453grs,,,,0,0,GABRIEL VELAS,,0,,$10.500,$15.000,,,"0,43",$0
Alginato jeltrate chromatic SOBRE Dentsply,,,,0,,DORA-RAMON,,,,$1.000,$2.000,,,"1,00",$0
Alginato jeltrate chromatic X 454 GRS Dentsply,,,,0,,DORA-RAMON,,,,$13.000,$20.000,,,"0,54",$0
Alginato kromalgin x 454 g CAJA X 24,,Alginato ,,,,New Stetic,0,,02-2026,$26.775,$34.000,,$31.000,"0,27",$0
Alginato kromalgin x18 g,,,,,,New Stetic,0,,,$1.785,$3.500,,,"0,96",$0
Alginato orthoprint  X sobre 18 g PQUEÑO,,,,0,,DORA- RAMON,,,,$1.950,$3.000,,,"0,54",$0
Alginato orthoprint ZHERMACK X 500 grs,,Alginato ,,,,DORA - RAMON  EURODENT,,,4 01-2027,$43.001,$58.000,,,"0,35",$0
alginato premiun coltene libra,,,,0,0,GABRIEL VELASQUEZ,,0,,$2.000,$4.000,,,"1,00",$0
Alginato tropicalgin zhermack X 453grs,Dora $34800 masdental $36900,Alginato ,,,,DORA - RAMON EURODENT,,,04-2029,$34.800,$42.000,,,"0,21",$0
Algodon paquete  Trenzado,compre $20,,,,,New Stetic,0,20,08-2029,$23.000,$34.000,exc,$28.000,"0,48",$0
Algodon paquete Aglutinado (no trenzado) Higietex ,,,,,,New Stetic ,0,26,05-2029,$25.850,$34.000,EXC,$28.000,"0,32",$0
All Bond Adhesivo Universal Bisco ,promo $287.300 mayo/25,u,,,,JULVIDENT bisco,,25,01-2026,$318.000,$380.000,EXC,,"0,19",$0
All Bond Adhesivo Universal Bisco UNIDOSIS,,,,,,JULVIDENT bisco,,0,,$9.060,$15.000,,,"0,66",$0
ALLCEM CORE A1  PEAR CORPO DUPLO FGM,antioq $108000 soccid $100000,,,0,0,FGM soccident,,,,$100.000,$140.000,exc,$140.000,"0,40",$0
ALLCEM CORE A2  PEAR CORPO DUPLO FGM,antioq $108000 soccid $100000 ,,,0,0,FGM soccident,,,,$100.000,$140.000,exc,$140.000,"0,40",$0
ALLCEM CORE VENEER APS OW  FGM,,,FGM,0,0,FGM soccident,,,,$160.000,$230.000,,,"0,44",$0
ALLCEM CORE VENEER APS TRANS  FGM,,,FGM,0,0,FGM soccident,,,,$160.000,$230.000,,,"0,44",$0
ALVOFAR eufar,,,,0,0,RAMON-eufar,,,muy costoso no pedi,$48.744,$62.000,EXC,,"0,27",$0
AMALGAMA  1 PORC  NUALLOY ,,,,,,NEW STETIC,0,,,$1.800,$3.000,,,"0,67",$0
anestesia  TOPICA GAROCAINA ,,,,0,0,nuria,,0,,$8.900,$14.000,,,"0,57",$0
ANESTESIA Artheek   articaina blister x10,blister x 10,,,,,New Stetic,0,,06-2026,$16.400,$18.000,exc,,"0,10",$0
ANESTESIA Artheek  4% E - 100 articaina,caja x 50,"$16.400,00",,,,New Stetic,0,9,06-2026,$68.300,$82.000,exc,$75.000,"0,20",$0
ANESTESIA New caina anestesia 2 % E - 80,caja x 50,,,,,New Stetic,0,39,,$52.100,$63.000,exc,$57.000,"0,21",$0
ANESTESIA New caina anestesia 2 % E - 80 carpul de vidrio,caja x 50,,,,,New Stetic,0,,,$52.100,$63.000,exc,$57.000,"0,21",$0
ANESTESIA New caina con epinefrina blister x10,blister x 10,,,,,New Stetic,0,,,$12.600,$15.000,exc,,"0,19",$0
ANESTESIA New caina SIN EPINEFRINA caja Amarilla ,blister x 10,,,,,New Stetic,0,39,,$61.300,$72.000,exc,,"0,17",$0
ANESTESIA New caina SIN EPINEFRINA caja Amarilla blister  X 10,caja x 50,,,,,New Stetic,0,39,,$14.400,$18.000,exc,,"0,25",$0
ANESTESIA Odontocaina anestesia 3% vidrio,caja x 50,,,,,New Stetic,0,4,05-2026,$63.000,$76.000,exc,$68.000,"0,21",$0
ANESTESIA Odontocaina anestesia 3% vidrio blister x 10,blister x 10,,,,,New Stetic,0,,05-2026,$15.200,$18.000,exc,,"0,18",$0
ANESTESIA SEPTODONT  1/100.000  TTO LARGOS,,,,0,0,ABRAHAM,,10,,$74.900,$85.000,exc,,"0,13",$0
ANESTESIA SEPTODONT  1/200.000 ,,,,0,0,ABRAHAM,,5,,$74.900,$85.000,,,"0,13",$0
ANESTESIA SEPTODONT blister X 10,,,,0,0,ABRAHAM,,5,,$17.000,$20.000,,,"0,18",$0
ANESTESIA TOPICA ROXICAINA  JALEA ,,,,0,0,AQUILES RAMON,0,0,,$23.000,$34.000,,$28.000,"0,48",$0
ANESTESIA TOPICA ROXICAINA SPRAY,,,,0,0,AQUILES RAMON,0,0,,$68.000,$86.000,,$78.000,"0,26",$0
anillo #120 para colado,,,,0,,RAMON aquiles,,,,$10.710,$9.000,,,"-0,16",$0
anillo #60 para colado,,,,0,,RAMON aquiles,,,,$8.330,$8.000,,,"-0,04",$0
anillo #90 para colado,,,,0,,RAMON aquiles,,,,$9.520,$9.000,,,"-0,05",$0
Anillo para banda matriz,,,,0,0,importado,,9,,,,,,,
Apacal Art x2 jeringas,,,,0,0,SOCCIDENTALES,,3,,$45.320,$70.000,exc,,"0,54",$0
Apice,,,,0,0,IMPORTADA,,0,,$20.000,$35.000,,,"0,75",$0
aplicador de punta adhesiva goma silicona pegar x caja,,,,0,0,CLAUDIA,,0,,$17.600,$32.000,,,"0,82",$0
arco de acero cuadrado paquete x10,,,,0,0,Ivan Padilla,,0,,$4.300,$9.000,,,"1,09",$0
arco de acero rectangular paquete x10,abraham $8100 padilla $4900 ortho prof $3500,,,0,0,Ivan Padilla,,0,,$4.900,$9.000,,,"0,84",$0
arco de acero redondo paquete x10,abraham $4500 padilla $3800 ortho prof $3500,,,0,0,Ivan Padilla,,0,,$3.360,$9.000,,,"1,68",$0
ARCO ERICH (PARA MODELO) ,,,,0,,DAZA - ramon claudia,,,,$8.400,$18.000,exc,,"1,14",$0
Arco Niti rectangular paquete x10,abraham $6500 padilla $4700 ORTHO PROF $4500,,,0,0,Ivan Padilla,,0,,$6.500,$9.000,,,"0,38",$0
Arco Niti redondo paquete x10,abraham $4500 padilla $2900 ORTHO PROF $2900,,,0,0,Ivan Padilla,,0,,$3.900,$9.000,,,"1,31",$0
Aro para tarro guardian ,,,,0,0,ALLERS,,1,,$8.847,$14.000,,,"0,58",$0
Articulador BIO-ART,promo $980.000 mayo/25,,,,990630,JULVIDENT BIOART,,9,,$980.000,$1.300.000,,$1.150.000,"0,33",$970.817.400.000
ARTICULADOR de bisagra  bronce dorado,,,,0,0,AQUILES / monica - Sneider,,,,$39.270,$48.000,,,"0,22",$0
ARTICULADOR de bisagra  cromado gris,245021,,,0,0,AQUILES / monica - jorge masterdent,,,,$19.040,$32.000,,,"0,68",$0
ARTICULADOR MAGNETICO,245022,,,0,0,Masterdent,,0,,$62.475,$95.000,,,"0,52",$0
ARTICULADOR plastico PASTA transparenteñ,,,,0,0,biodentales Monica jorge - aquiles,,,,$3.374,$6.000,,,"0,78",$0
Asentador de Bandas color,,,,0,0,IMPORTADA,,0,,$1.712,$8.000,,,"3,67",$0
astrobrush astro brush,IMPORTADO $1063 abraham $12472,,,0,,abraham ultradental ramon IMPORTADO,,,,$12.500,$16.000,,,"0,28",$0
AUTOCLAVE 6 LTS,,,,0,,RAMON,,,,$1.550.000,$1.860.000,,,"0,20",$0
axxis placa ,,,,0,0,no se ,,0,,$6.400,$10.000,,,"0,56",$0
AZUL DE METILENO,,,,0,0,ALLERS,,0,,$1.145,$4.000,,$3.000,"2,49",$0
BABEROS DESECHABLES AZUL ,,,,0,0,BIOSALUD,,20,,$400,$600,,,"0,50",#REF!
BABEROS DESECHABLES DE COLORES SURTIDOS,,,,0,0,BIOSALUD ,,15,,$430,$600,,,"0,40",#REF!
baberos plasticos de color (NEGRO - MORADO-AZUL - BLANCO),,,,0,0,BIOSALUD,,AZUL 23 NEGRO 14 VERDE 13 ,,$2.500,$5.000,,,"1,00",#REF!
baberos toalla servilletas desechable X 100,,,,0,0,DAZA la muela ,,0,, ,$28.000,,,#VALUE!,$0
baberos toalla servilletas desechable X 50,daza $7735 promo7140,,,0,0,DAZA la muela ,,NEGRO 15 ROSADO 15 AGUAMARINA 2 AZUL CLARO 21 AZUL OSCURO 20 VERDE 16 MORADO 14 NARANJA 5 VERDE CLARO 22,,$10.115,$18.000,,$13.000,"0,78",#REF!
baja lengua paleta MADERA PAQUETE X 20,,,,0,0,ALLERS,,5,,$1.399,$7.000,,,"4,00",$0
Banda Matriz de Acero metalica 0.05,,,,,,RAMON - ABRAHAM new stetic ,0,,,$12.019,$18.000,,$16.000,"0,50",$0
Banda Matriz de Acero metalica 0.07,,,,,,RAMON - ABRAHAM new stetic ,0,,,$14.042,$18.000,"1,19",$16.000,"0,28",$0
Banda portamatriz metalica azdent ,,,,0,0,IMPORTADA,,0,, $5.423,$36.000,,,"5,64",$0
Banda portamatriz metalica KERR,,,,0,0,Pluss Dent GAB VEL,0,0,,$49.980,$68.000,,,"0,36",$0
BANDAS DE ACERO,,,,0,0,CLAUDIA,,0,,$900,$8.000,,,"7,89",$0
Bandas de Acero ,,,,0,0,IMPORTADA,,0,,$6.400,$22.000,,,"2,44",$0
Bandas en T x4 unidades ,,,,0,,RAMON,,,,$928,$3.000,,,"2,23",$0
Bandeja organizadora BLANCA,,,,0,,RAMON-AQUILES,,,,$11.781,$16.000,"1,19",,"0,36",$0
Barniz de fluor Monodosis Enamelast ULTRADENT,,,,0,0,Gabriel Vel pluss ,13,15,08-2025,$5.159,$8.000,exc,,"0,55",$0
Barniz de fluoruro de sodio 5% Enamelast jeringa ULTRADENT,pluss $11583,,,0,0,Gabriel Vel pluss ,6,23,,$14.703,$22.000,exc,,"0,50",$0
barniz duraphat VERIFICAR FECHA VENCIMTO,,,,0,0,Aquiles ,,0,,$116.323,$154.000,,,"0,32",$0
Barniz fluor Duraphat colgate 10 ml,,,,0,0,Aquiles ,,0,,$86.500,$115.000,,,"0,33",$0
Barniz fluor monodosis CLIMPRO,,"$257.950,00",,0,0,Gabriel velasquez,,0,,$5.800,$8.000,,,"0,38",$0
Barrera Gingival  opaldam ultradent,,Barrera,,0,0,Gabriel Vel pluss clau,4,3,,$26.891,$46.000,,,"0,71",$0
Barrera Gingival Clariant 3 gr Angelus,,,,0,0,ABRAHAM ,,3,,$34.990,$45.000,,,"0,29",$0
Barrera Gingival Max Dam Jeringa 2 g Maquira ,COMPRE 17600,PRECIO 20 MAYO,17600,0,0,RAMON SOCCIDENTALES CLAUDIA,,,,$21.120,$38.000,exc,$28.000,"0,80",$0
"Barrera gingival Potenza 2,5gm",,Barrera,,,,New stetic ,0,,,27489,$36.000,,$32.000,"0,31",$0
Barrera Gingival SDI,,,,0,0,ABRAHAM  CLAUDIA,,0,,$50.800,$63.600,,,"0,25",$0
Barrera Gingival Top Dam 2 g  FGM,SOCCID $19700 X 50 ,Barrera,,0,0,FGM soccident,,,,$19.200,$32.000,exc,$25.000,"0,67",$0
base it Cemento base intermedia Spident,,,,0,0,SOCCIDENTALES,,2,,$35.074,$55.000,EXC,,"0,57",$0
basico color  STUDENT,,,,0,,RAMON,,,,$59.200,$75.000,,,"0,27",$0
basico desechable,,,,0,,RAMON-AQUILES UPEGUI,,,,$3.505,$7.000,,,"1,00",$0
Basico instrumental  ESPEJO DOBLE,Basico/Acero,,,0,,DELTA ,0,,,$1,$1,,,"0,00",$0
Basico instrumental  MANGO DELGADO ,Basico/Acero,AGOTADO,,0,,DELTA ,0,,,$210.000,$355.000,,,"0,69",$0
Basico instrumental  MANGO GRUESO ,Basico/Acero,AGOTADO,,0,,DELTA ,0,,,$1,$1,,,"0,00",$0
BATA azul manga de puño  talla L,,,,0,0,BIOSALUD,,0,,$2.900,$9.000,,,"2,10",$0
BATA azul manga de puño  talla M,,,,0,0,BIOSALUD,,0,,$2.900,$9.000,,,"2,10",$0
BATA azul manga de puño  talla S,,,,0,0,BIOSALUD,,0,,$2.900,$9.000,,,"2,10",$0
BATA azul manga de puño  talla unica SIN PUÑO BLANCO ,MUNDIAL azul $2100 / blanca $2000,,,0,0,BIOSALUD MUNDIAL ,,230,,$2.900,$9.000,,$7.000,"2,10",#REF!
BATA azul manga de puño  talla XL,,,,0,0,BIOSALUD,,10,,$3.500,$9.000,,,"1,57",#REF!
Bata Azul QX manga de puño + gorro PARA NIÑO EN KIT ,,,,0,0,BIOSALUD,,0,,$3.500,$8.000,,,"1,29",$0
Bata con puño x 10,,,,0,0,clay ,,0,,$2.644,$9.000,,,"2,40",$0
Bata FIGURA manga de puño PARA NIÑA EN KIT ESTAMPADOS SURTIDOS ,,,,0,0,BIOSALUD,,8,,$5.000,$9.000,,,"0,80",$0
Bata FIGURA manga de puño PARA NIÑO EN KIT ESTAMPADOS SURTIDOS ,,,,0,0,BIOSALUD,,0,,$5.000,$9.000,,,"0,80",$0
Bebedero Delgados  X 500,,,,,,New Stetic,0,,,$120,$200,,,"0,67",$0
BELLAVEST x 144 (porcionado),,,,,,EURODENT,,,,$5.452,$9.000,,$7.500,"0,65",
BICARBONATO  x libra ,,,,0,,drogueria san jorge - centro,,,,$3.200,$6.000,,,"0,88",$0
BICARBONATO sobre 20gm,,,,0,0,unidental ,,7,,$128,$1.000,,,"6,81",$0
Bio c repair,,,,1,,ABRAHAM,,,,$300.380,$375.500,,,,
Bio c sealer,,,,5,0,ABRAHAM dora,,2,,$91.700,$114.700,EXC,,"0,25",$0
Bio c temp,,,,0,0,ABRAHAM dora,,0,,$79.000,$98.750,EXC,,"0,25",$0
Biodentine Septodont,B34362,PRECIO 20 MAYO,60432,0,0,ABRAHAM,,20,,$57.410,$72.000,0,$62.000,"0,25",$0
Bis silane bisco silano ,promo $202300 mayo/25,,,,,JULVIDENT bisco,,3,,$224.000,$290.000,,,"0,29",$0
Bisagra para modelo Ivorina ,,,,0,0,Aquiles,,0,,$2.400,$4.500,,,"0,88",$0
BOLSA BCA T 15 = ,ok,,,0,,CENTRO - Fercho,,,,$27,$500,,,"17,73",$0
BOLSA BCA T 25,ok,,,0,,CENTRO - Fercho,,,,$57,$500,,,"7,77",$0
BOLSA BCA T 30,ok,,,0,,CENTRO - Fercho,,,,$72,$100,,,"0,39",$0
BOLSA BCA T 40 ,ok,,,0,,CENTRO - Fercho,,,,$112,$200,,,"0,79",$0
bolsa de basura  NEGRA 50 X 60 kilo para tarro pequeño cerros y sur,sur,,,3,5,CENTRO - Fercho,,,,$80,$200,,,"1,50",$400
bolsa de basura combate NEGRA kilo,ok,,,0,,CENTRO - Fercho,,,,$96,$200,,,"1,08",$0
BOLSA HERMETICA ZIPLOC 10 x 12  ALGINATO - ACRIL NARANJ,ok,,raul ab23,4,0,CENTRO - Fercho,0,0,,$58,$100,,,"0,72",$0
BOLSA HERMETICA ZIPLOC 10 x 20 para piezas ,ok,,,0,0,CENTRO - Fercho,0,0,,$75,$300,,,"3,00",$0
BOLSA HERMETICA ZIPLOC 20 x 24 para modelos ,,,no traer mas ,0,0,CENTRO - Fercho,0,0,,$90,$300,,,"2,33",$0
BOLSA HERMETICA ZIPLOC 25 x 30 GRANDE alambre,,,no traer mas ,0,0,CENTRO - Fercho,0,0,,$100,$500,,,"4,00",$0
BOLSA HERMETICA ZIPLOC 5 x 5 profilaxis y empacar,ok,,,0,0,CENTRO - Fercho,0,0,,$28,$100,,,"2,57",$0
BOLSA HERMETICA ZIPLOC 6 x 10 cm bicarbonato y LLAVES,ok,,,0,0,CENTRO - Fercho,0,0,,$39,$200,,,"4,13",$0
bolsa para esterilizar  # 1 = 6 Cm x 13 Cm LIMAS,dentmar $6.500 imporq $6.000,,,0,0,imporq DTM,,,10-2027,$6.500,$20.000,,,"2,08",$0
bolsa para esterilizar  # 2 = 9 Cm x 13 Cm GRAPAS,,,,0,,DAZA Ramon imporq GABRIEL V,,,10-2027,$10.500,$22.000,,$18.000,"1,10",$0
Bolsa para esterilizar # 3 =  9 x 26 cm BASICO,"imporq$16,000 / Dentmar $16,300 ",,,0,,DAZA Ramon imporq GABRIEL V,,,,$16.000,$32.000,,$28.000,"1,00",$0
Bolsa para esterilizar # 4 =13 x 28 cm CUBETAS 1/2na ,denmart $25.000 imporq $25.000,,,0,,DAZA Ramon imporq GABRIEL V,,,,$32.000,$48.000,,$42.000,"0,50",$0
Bolsa para esterilizar # 5 = 19 x 33 cm GRANDE  ,denmart $45.000,,,0,,DAZA Ramon imporq GABRIEL V,,,,$45.000,$110.000,,,"1,44",$0
Bolsa para esterilizar # 6 = 30 x40 cm GIGANTE,denmart $65.000 imporq $65.000,,,0,,DAZA Ramon imporq GABRIEL V,,,,$80.000,$170.000,,,"1,13",$0
bolsa transparente  8cm x 14m Campos,,,,0,,CENTRO - Fercho,,,,$165,$200,,,"0,21",$0
bolsa transparente  referencia 6 X 10 EMP. BOLSAS R V,,,,0,,CENTRO - Fercho,,,,$165,$200,,,"0,21",$0
bolsa transparente  referencia 9 x 12 BABEROS,,BORRAR,,0,,CENTRO - Fercho,,,,$20,$50,,,"1,50",$0
BOLSA transparente 4x8 o lechosa,,,,0,,CENTRO - Fercho,,,,$15,$500,,,"32,33",$0
Bolsas Roja  16 x 20 KILO,ok,,,0,,CENTRO - Fercho,,,,$96,$200,,,"1,08",$0
Bolsas Verde  16 x 20 KILO,ok,,,0,,CENTRO - Fercho,,,,$96,$200,,,"1,08",$0
bolsos colores  BIEN bonitos  BIEN SURTIDOS,,,,0,0,BIOSALUD,,revisar,,$2.500,$4.000,,,"0,60",$0
BORRADOR MIGA DE PAN amarillo,,,,0,,CENTRO PAPELERIA,,,,$500,$1,,,"-1,00",$0
Boton de Ortodoncia pqte x 10,,,,0,5,DAZA PADILLA IMPORTADO,,40,,$900,$2.000,,,"1,22",$4.500
Bruñidor 21B Titanium DELTA ,TNBB21B,SANDRA ,,0,,DELTA ,0,,,$75.000,$90.000,,,"0,20",$0
cadenetas ortodoncia ,"importado $9402 // Padilla $9,200 // Daza $17200 //  Abraham $17,450",,,0,0,ABRAHAM padilla daza IMPORTADA,,revisar,,$14.800,$24.000,,$17.000,"0,62",$0
Caja acero CON HUECOS acanalada con tapa Peq. 16x25,,,,3,0,aquiles,,1,,$34.272,$56.000,,,"0,63",$0
caja acero inox para instrumental Grande CON HUECOS 21x30x6,agotada,,,0,1,aquiles,,0,,$40.698,$60.000,,,"0,47",$40.698
Caja Algodonera  PLASTICA COLOR,,,,0,0,UPEGUI,,0,,$3.500,$6.000,,,"0,71",$0
Caja Algodonera ALUMINIO Doble,,,,0,0,aquiles,,0,,$6.545,$10.000,,,"0,53",$0
Caja Algodonera metalica ALUMINIO,,,,0,,aquiles ramon,,,$6.426,$6.426,$10.000,,$9.000,"0,56",$0
CAJA DE ESTERILIZAR METALICA BASICO PEQUEÑA,,,,0,0,,,9,,,,,,,
Caja kendyLock No. 2 Medio/ref 60050,,,,,,CENTRO- LA 15 - la mejor guillermo velez,,,,$3.500,$6.000,,,"0,71",$0
Caja kendyware rectangular No.3 BAJA 2.5LTS,,,,,,CENTRO- LA 15 - la mejor guillermo velez,,,,$4.900,$7.000,,,"0,43",$0
Caja maxi organizadora manija 12 litros NP,,,,,,CENTRO- LA 15- la 13 - la mejor,,,,$14.400,$22.000,,,"0,53",$0
Caja organizadora de elastides llaves,,,,0,0,daza,,1,,$66.973,$83.000,,,"0,24",$0
Caja organizadora multiproposito 6 compartimientos peq,,,,,,CENTRO- LA 15- la 13 - la mejor,,,,$2.500,$6.000,,,"1,40",$0
caja para carillas negra ,,,,0,0,IMPORTADO,,1,, $30.174,$95.000,,,"2,15",$0
caja para esterilizar Basico DELTA ,BLUES,AGOTADO,,0,,DELTA ,0,,,$38.024,$95.000,,,"1,50",$0
Caja picni No. 2 mediana kendy 70600,,,,,,CENTRO- LA 15 - la mejor guillermo velez,,,,$3.300,$12.000,,,"2,64",$0
caja plastica cera utility caja 5 cm colores surtidos BONDENT,,,,0,0,BONDENT,,,,$680,$2.000,,,"1,94",$0
CAJA PLASTICA PARA RETENEDORES ortodoncia colores SURTIDOS ,,,REVISAR (NEW ST  $1725),0,0,ZENDENT DENTOLINE,,0,,$762,$2.000,,,"1,62",$0
CAJA PLASTICA TAPER hermetico lujo No. 1,,,,0,0,PERSAL CENTRO- LA 15- la 13 ,9,14,,$5.831,$10.000,,,"0,71",$0
CAJA PLASTICA TAPER hermetico lujo No. 2,,,,0,0,PERSAL CENTRO- LA 15- la 13 ,14,27,,$8.670,$15.000,,,"0,73",$0
CAJA PLASTICA TAPER hermetico lujo No. 3,,,,20,30,PERSAL CENTRO- LA 15- la 13 ,0,2,,$10.710,$19.000,,,"0,77",$321.300
CAJA PLASTICA TAPER hermetico lujo No. 4,,,,10,20,PERSAL CENTRO- LA 15- la 13 ,7,8,,$12.733,$21.000,,,"0,65",$254.660
CAJA RETENEDORA GRANDE  a granel,oxxi $1440 zen dent $1226,,,0,0,Dentoline,,morado rojo negro azu verde,,1083,$2.000,,,"0,85",$0
CAJA RETENEDORA GRANDE  X 36,ortho prof $1285,,,0,0,OXXI,,86,,$1.285,$2.000,,,"0,56",$0
CAJA RETENEDORA PEQUEÑA ,oxxi $1220 orhto prof $1071,,,100,200,OXXI,,12 rosada verde azul,,$1.071,$2.000,,,"0,87",$214.200
Caja salento #1 pequeña  10 LTS kendy,gulle $9783,,,,0,CENTRO- LA 15 - la mejor guillermo velez,,12,,$9.782,$18.000,,,"0,84",$0
Caja salento #2 mediana   10 LTS kendy,,,,,0,CENTRO- LA 15 - la mejor guillermo velez,,36,,$12.515,$24.000,,,"0,92",$0
Caja salento #3 grande  17 LT kendy,guille $17100,,,,0,CENTRO- LA 15 - la mejor guillermo velez,,30,,$17.118,$32.000,,,"0,87",$0
CAJAS TRANSPARENTES PARA ENDOKIT ,,BORRAR,,0,,Dentsplay Ramon ,,,,$1,$1,,,N/V,
CALCIFAR - P JERINGA 2ML Hidroxido de calcio en pasta,,,,0,0,eufar,,,,$25.935,$36.000,,$29.000,"0,39",
Calibrador Inter oclusal ,,,,0,0,scoes,,12,,$23.000,$50.000,,,"1,17",$0
CAMBIA FRESA ,IMPORTADO $5517,,,0,,RAMON- DENTAL LA U IMPORTADO,,,,$15.000,$25.000,,$20.000,"0,67",$0
camisa Azul de boton   talla M,,,,0,0,BIOSALUD,,revisar,,$4.000,$8.000,,,"1,00",$0
camisa Azul de boton   talla S,,,,0,0,BIOSALUD,,revisar,,$4.000,$8.000,,,"1,00",$0
CAMISA BLANCA BOTON L,,,,0,0,BIOSALUD,,revisar,,$3.800,$8.000,,,"1,11",$0
CAMISA BLANCA BOTON M,,,,0,0,BIOSALUD,,revisar,,$3.800,$8.000,,,"1,11",$0
CAMISA BLANCA BOTON S,,,,0,0,BIOSALUD,,revisar,,$3.800,$8.000,,,"1,11",$0
Campos COLORES,,,,0,,CENTRO,,,,$183,$600,,,"2,28",$0
Campos de colores surtidos ,,,,0,0,BIOSALUD,,500,,$150,$600,,,"3,00",$0
Campos quirurjicos  AZULES GRANDES ,,,,0,0,BIOSALUD,,50,,$700,$1.500,,,"1,14",$0
Campos quirurjicos AZULES X MT,,,,0,0,BIOSALUD,,500,,$150,$600,,,"3,00",$0
campos x 125 muelitas,,,,0,0,IMPORQ,,0,,$22.000,$38.000,"1,19",,"0,73",
campos x 50 muelitas,,,,0,0,IMPORQ,,,,$8.800,$18.000,,,"1,05",
Candado COD 373 - 30 o 32 mm ,,,,0,,CENTRO HOYOSTOOL,,,,$2.000,$7.000,,,"2,50",#REF!
Candela encendedor caja x 25,,,,,,CENTRO 40mil,,,,$440,$1.000,,,"1,27",$0
Canula metalica,,,,0,0,importado,,4,,$22.479,$52.000,,,"1,31",$0
Canula plastica AZUL paquete por 25 unidades,,,,0,,RAMON,,,,$800,$4.000,,,"4,00",$0
Canula plastica BLANCA paquete por 25 unidades,,,,0,,RAMON,,,,$700,$4.000,,,"4,71",$0
CAROLINA NORTE American Eagle MONTANA,,,,0,0,ABRAHAM,,0,,$85.060,$108.000,,,"0,27",$0
Carpeta sencilla con boton ,,,,0,,CENTRO PAPELERIA,,,,$1,$1,,,"0,00",$0
Cartilla de guia de tamaño de BIODENT,,BORRAR,,,,new stetic,0,,,$1,$0,,,N/V,$0
Casco para alquilar,,BORRAR,,0,,CENTRO,,,,$1,$1,,,"0,00",$0
Caucho bandas 18gm x bolsa empacado,,,,0,0,unidental,,,,$688,$1.500,,,"1,18",$0
Caucho bandas siliconada x lib ,,,,0,,CENTRO PAPELERIA,,,,$172,$1.500,,,"7,72",#REF!
Cemento C-Gross ,NO PEDIR ,,,0,0,PRODONT,,0,,$8.190,$14.000,,,"0,71",$0
cemento fostato de zinc ,,,,0,0,SOCCIDENTALES CLAUDIA,,0,,$8.000,$18.000,,,"1,25",$0
CEMENTO GROSSMAN 10 g   proquident,,,,,,PROQUIDENT,,0,,$8.350,$12.000,,,"0,44",$0
cemento resinoso Dual Force 5g maquira ,compre $0,,,0,0,RAMON SOCCIDENTALES CLAUDIA,,,07-2025,$99.000,$136.000,EXC,,"0,37",$0
cemento temporal  TEMP IT FLOW eringa X 2 GM ,,,,0,0,RAMON SOCCIDENTALES CLAUDIA,,,06-2025,$25.000,$46.000,EXC,$36.000,"0,84",$0
cemento temporal  TEMP IT jeringa X 3 GM,,,,0,0,RAMON SOCCIDENTALES CLAUDIA,,,06-2025,$33.333,$54.000,EXC,$42.000,"0,62",$0
cemento temporal Applic 2g maquira x 2 jeringas ,,,,0,0,RAMON SOCCIDENTALES CLAUDIA,,,07-2025,$19.052,$34.000,EXC,,"0,78",$0
Cemento temporal fluor OBTUR 25 gm,,,,0,0,soccidentales ,,10,03-2026,$18.172,$32.000,EXC,$25.000,"0,76",$0
Cemento temporal MD TEMP,,,,0,0,ABRAHAM,,0,,$32.130,$42.000,,,"0,31",$0
Cemento Temporal Orafil G x 40gr prevest,,,,0,0,soccidentales ,,4,,$19.360,$34.000,EXC,$25.000,"0,76",$0
CEPILLO CON FELPA MONTADO,248002,,,0,0,Masterdent AQUILES,,20,,$3.983,$7.000,,,"0,76",$0
CEPILLO CRIN DE CABELLO CERDA CAFE PARA BRILLAR METAL ,241027,,,0,0,Masterdent,,60,,$1.685,$4.000,,,"1,37",$0
Cepillo de alambre bronce cabo de madera COD-13475 CAJA X 10,,,,,,CENTRO HOYOSTOOL,,,,$2.594,$7.000,,,"1,70",$0
Cepillo de alambre cabo plastico pequeño COD-13476 x3 Unidades (plastic-bronce-metal),,,,0,,CENTRO HOYOSTOOL,,,,$865,$5.000,,,"4,78",$0
CEPILLO DE DIENTES ADULTO ,,,,0,,DENTOLINE CENTRO 40mil ,,,,$800,$2.000,,,"1,31",$0
CEPILLO DE DIENTES NIÑO,,,,0,,CENTRO 40mil DENTOLINE,,,,$708,$2.000,,,"1,82",$0
cepillo de profilaxis de colores,,,,0,0,importados,,7,,,,,,,
CEPILLO INTERDENTAL AL GRANEL interproximal,,,,0,0,DENTOLINE,,30,,$2.142,$5.000,,,"1,33",$0
